,price
4011,374950.0
4012,708000.0
4013,513000.0
4014,950000.0
4015,440000.0
4016,312900.0
4017,265000.0
4018,785000.0
4019,729000.0
4020,960000.0
4021,330000.0
4022,490000.0
4023,390000.0
4024,830000.0
4025,577000.0
4026,225000.0
4027,302000.0
4028,1100000.0
4029,370350.0
4030,645000.0
4031,579000.0
4032,330000.0
4033,440000.0
4034,530000.0
4035,325000.0
4036,385000.0
4037,746300.0
4038,812000.0
4039,646000.0
4040,237500.0
4041,257000.0
4042,325000.0
4043,371500.0
4044,435000.0
4045,296000.0
4046,427000.0
4047,250000.0
4048,395000.0
4049,284700.0
4050,713400.0
4051,720000.0
4052,390000.0
4053,205000.0
4054,432500.0
4055,660000.0
4056,525000.0
4057,637000.0
4058,435000.0
4059,396000.0
4060,840000.0
4061,229500.0
4062,620000.0
4063,375000.0
4064,621500.0
4065,479000.0
4066,815000.0
4067,663000.0
4068,487500.0
4069,295000.0
4070,485000.0
4071,295000.0
4072,379900.0
4073,900000.0
4074,240000.0
4075,370000.0
4076,695000.0
4077,330000.0
4078,272000.0
4079,425000.0
4080,213000.0
4081,710000.0
4082,349950.0
4083,610000.0
4084,301000.0
4085,205000.0
4086,535000.0
4087,585000.0
4088,163000.0
4089,1390000.0
4090,359000.0
4091,260000.0
4092,316000.0
4093,2200000.0
4094,435000.0
4095,1000000.0
4096,390000.0
4097,399950.0
4098,485000.0
4099,397000.0
4100,485500.0
4101,285000.0
4102,374950.0
4103,244000.0
4104,638000.0
4105,480000.0
4106,527500.0
4107,650000.0
4108,175000.0
4109,339900.0
4110,239950.0
4111,330000.0
4112,242000.0
4113,704300.0
4114,965000.0
4115,395000.0
4116,435000.0
4117,480000.0
4118,1300000.0
4119,245000.0
4120,176000.0
4121,295000.0
4122,284850.0
4123,280000.0
4124,450000.0
4125,256750.0
4126,250000.0
4127,530100.0
4128,350000.0
4129,950000.0
4130,293000.0
4131,269000.0
4132,395000.0
4133,399000.0
4134,600000.0
4135,447000.0
4136,950000.0
4137,245000.0
4138,400000.0
4139,338900.0
4140,450000.0
4141,778000.0
4142,3400000.0
4143,419000.0
4144,605000.0
4145,659000.0
4146,575000.0
4147,510000.0
4148,510000.0
4149,862500.0
4150,915000.0
4151,535000.0
4152,340895.0
4153,1290000.0
4154,169100.0
4155,289950.0
4156,601000.0
4157,730000.0
4158,311600.0
4159,657500.0
4160,390000.0
4161,495000.0
4162,255000.0
4163,1600000.0
4164,900000.0
4165,875000.0
4166,385000.0
4167,965000.0
4168,570000.0
4169,367500.0
4170,310000.0
4171,385000.0
4172,400000.0
4173,515000.0
4174,1750000.0
4175,650000.0
4176,188000.0
4177,365000.0
4178,1090000.0
4179,370000.0
4180,154500.0
4181,95000.0
4182,587000.0
4183,382500.0
4184,278000.0
4185,315000.0
4186,487585.0
4187,620000.0
4188,1070000.0
4189,898888.0
4190,500000.0
4191,1280000.0
4192,689000.0
4193,440000.0
4194,375000.0
4195,497000.0
4196,377000.0
4197,335000.0
4198,359950.0
4199,550000.0
4200,325000.0
4201,544000.0
4202,390000.0
4203,308550.0
4204,700000.0
4205,210000.0
4206,387000.0
4207,1000000.0
4208,352800.0
4209,425000.0
4210,210500.0
4211,333500.0
4212,435000.0
4213,800000.0
4214,439000.0
4215,519000.0
4216,444000.0
4217,885000.0
4218,363000.0
4219,375000.0
4220,360000.0
4221,1150000.0
4222,855000.0
4223,613000.0
4224,265000.0
4225,205000.0
4226,417000.0
4227,351000.0
4228,434000.0
4229,445500.0
4230,751000.0
4231,825000.0
4232,1300000.0
4233,242500.0
4234,263000.0
4235,385000.0
4236,615750.0
4237,289000.0
4238,2890000.0
4239,390000.0
4240,540000.0
4241,789900.0
4242,379000.0
4243,718500.0
4244,255000.0
4245,150000.0
4246,203000.0
4247,439950.0
4248,739000.0
4249,499950.0
4250,499950.0
4251,365000.0
4252,569995.0
4253,483500.0
4254,254000.0
4255,560000.0
4256,195000.0
4257,186000.0
4258,395000.0
4259,632500.0
4260,850000.0
4261,510000.0
4262,458450.0
4263,864000.0
4264,143000.0
4265,777000.0
4266,1080000.0
4267,789500.0
4268,760000.0
4269,1350000.0
4270,550000.0
4271,216000.0
4272,175000.0
4273,535000.0
4274,545000.0
4275,343000.0
4276,290000.0
4277,371000.0
4278,450000.0
4279,355000.0
4280,540000.0
4281,750000.0
4282,915000.0
4283,555700.0
4284,205000.0
4285,194820.0
4286,320000.0
4287,292000.0
4288,375000.0
4289,488250.0
4290,90000.0
4291,330000.0
4292,363000.0
4293,770000.0
4294,344950.0
4295,233000.0
4296,875000.0
4297,415500.0
4298,900000.0
4299,588000.0
4300,209995.0
4301,670000.0
4302,439900.0
4303,820000.0
4304,380000.0
4305,610000.0
4306,520000.0
4307,729000.0
4308,340000.0
4309,599000.0
4310,550000.0
4311,265900.0
4312,525000.0
4313,450000.0
4314,424000.0
4315,845000.0
4316,515000.0
4317,375000.0
4318,415000.0
4319,641250.0
4320,478000.0
4321,390000.0
4322,2950000.0
4323,295000.0
4324,345000.0
4325,209977.0
4326,389950.0
4327,595000.0
4328,205000.0
4329,380000.0
4330,315000.0
4331,366000.0
4332,318500.0
4333,750000.0
4334,722080.0
4335,300000.0
4336,349950.0
4337,465000.0
4338,319950.0
4339,347000.0
4340,492000.0
4341,375000.0
4342,1650000.0
4343,401500.0
4344,275000.0
4345,580000.0
4346,445000.0
4347,319500.0
4348,920000.0
4349,929000.0
4350,250000.0
4351,839000.0
4352,580000.0
4353,635000.0
4354,185000.0
4355,409000.0
4356,296500.0
4357,289950.0
4358,300000.0
4359,530000.0
4360,455000.0
4361,850000.0
4362,430000.0
4363,265000.0
4364,1120000.0
4365,800000.0
4366,325000.0
4367,1060000.0
4368,460000.0
4369,465000.0
4370,265950.0
4371,405000.0
4372,315000.0
4373,430000.0
4374,225000.0
4375,299950.0
4376,212500.0
4377,475000.0
4378,465000.0
4379,500000.0
4380,434000.0
4381,374990.0
4382,497000.0
4383,443500.0
4384,453000.0
4385,262500.0
4386,570000.0
4387,315000.0
4388,395000.0
4389,570000.0
4390,1000000.0
4391,390500.0
4392,479000.0
4393,399000.0
4394,593567.0
4395,226000.0
4396,465000.0
4397,480000.0
4398,453500.0
4399,1480000.0
4400,397990.0
4401,608250.0
4402,359950.0
4403,307500.0
4404,515000.0
4405,648000.0
4406,160000.0
4407,825000.0
4408,389950.0
4409,745000.0
4410,435000.0
4411,215150.0
4412,267000.0
4413,847000.0
4414,330000.0
4415,521000.0
4416,215000.0
4417,239000.0
4418,662990.0
4419,330000.0
4420,400000.0
4421,285000.0
4422,254000.0
4423,349000.0
4424,1240000.0
4425,798000.0
4426,962000.0
4427,250000.0
4428,390000.0
4429,399888.0
4430,1800000.0
4431,249000.0
4432,442000.0
4433,306000.0
4434,251200.0
4435,475000.0
4436,282500.0
4437,350000.0
4438,599950.0
4439,294950.0
4440,400000.0
4441,475000.0
4442,265000.0
4443,213000.0
4444,278500.0
4445,213500.0
4446,299500.0
4447,1160000.0
4448,229000.0
4449,453500.0
4450,436300.0
4451,327000.0
4452,480000.0
4453,690000.0
4454,499000.0
4455,675000.0
4456,306000.0
4457,692000.0
4458,752500.0
4459,243500.0
4460,725000.0
4461,405000.0
4462,340000.0
4463,408000.0
4464,625000.0
4465,392500.0
4466,283000.0
4467,290000.0
4468,498000.0
4469,760000.0
4470,665000.0
4471,425000.0
4472,392000.0
4473,430000.0
4474,353000.0
4475,239950.0
4476,550000.0
4477,479000.0
4478,375000.0
4479,500000.0
4480,472000.0
4481,500000.0
4482,510000.0
4483,399000.0
4484,199900.0
4485,575000.0
4486,330000.0
4487,394950.0
4488,341000.0
4489,620000.0
4490,327000.0
4491,599950.0
4492,850000.0
4493,600000.0
4494,572000.0
4495,1500000.0
4496,465000.0
4497,550000.0
4498,575000.0
4499,300000.0
4500,146300.0
4501,275000.0
4502,358000.0
4503,467000.0
4504,310000.0
4505,284000.0
4506,220000.0
4507,221000.0
4508,207000.0
4509,497950.0
4510,685100.0
4511,542500.0
4512,304999.0
4513,715000.0
4514,820000.0
4515,359950.0
4516,418000.0
4517,1180000.0
4518,430000.0
4519,430000.0
4520,368000.0
4521,240000.0
4522,420000.0
4523,412950.0
4524,266500.0
4525,274000.0
4526,800000.0
4527,151000.0
4528,480000.0
4529,345000.0
4530,900000.0
4531,225000.0
4532,440000.0
4533,393820.0
4534,270000.0
4535,513000.0
4536,1230000.0
4537,549000.0
4538,725000.0
4539,532500.0
4540,320900.0
4541,499000.0
4542,522000.0
4543,510000.0
4544,525000.0
4545,425000.0
4546,449228.0
4547,250000.0
4548,530000.0
4549,537000.0
4550,495000.0
4551,492000.0
4552,385000.0
4553,623000.0
4554,358000.0
4555,427500.0
4556,1060000.0
4557,1000000.0
4558,535000.0
4559,560000.0
4560,355000.0
4561,455000.0
4562,279000.0
4563,175000.0
4564,296500.0
4565,460000.0
4566,385000.0
4567,244000.0
4568,525000.0
4569,847093.0
4570,747500.0
4571,380000.0
4572,459000.0
4573,366000.0
4574,375000.0
4575,846000.0
4576,890000.0
4577,700000.0
4578,600000.0
4579,670000.0
4580,641250.0
4581,1130000.0
4582,750000.0
4583,436000.0
4584,475000.0
4585,208000.0
4586,526000.0
4587,515000.0
4588,251000.0
4589,227000.0
4590,439888.0
4591,720000.0
4592,515000.0
4593,324950.0
4594,298000.0
4595,275000.0
4596,666000.0
4597,440000.0
4598,219000.0
4599,299950.0
4600,448000.0
4601,416286.0
4602,218000.0
4603,790000.0
4604,357500.0
4605,400000.0
4606,1200000.0
4607,610000.0
4608,480000.0
4609,1430000.0
4610,840000.0
4611,310000.0
4612,342500.0
4613,582000.0
4614,335000.0
4615,843000.0
4616,410000.0
4617,252000.0
4618,275000.0
4619,450000.0
4620,660000.0
4621,575000.0
4622,655000.0
4623,135900.0
4624,540000.0
4625,270000.0
4626,385000.0
4627,477000.0
4628,465000.0
4629,320000.0
4630,232500.0
4631,305000.0
4632,452000.0
4633,564800.0
4634,475000.0
4635,470450.0
4636,254922.0
4637,508000.0
4638,749500.0
4639,355000.0
4640,380000.0
4641,630000.0
4642,287000.0
4643,637500.0
4644,1560000.0
4645,2200000.0
4646,374950.0
4647,316000.0
4648,397500.0
4649,275000.0
4650,465000.0
4651,386950.0
4652,538000.0
4653,314963.0
4654,565000.0
4655,715000.0
4656,214000.0
4657,1700000.0
4658,725000.0
4659,470950.0
4660,725000.0
4661,565000.0
4662,555000.0
4663,775000.0
4664,397000.0
4665,599950.0
4666,449950.0
4667,1470000.0
4668,701000.0
4669,430000.0
4670,313000.0
4671,587000.0
4672,491000.0
4673,255000.0
4674,386500.0
4675,480000.0
4676,343888.0
4677,335000.0
4678,700000.0
4679,268000.0
4680,299995.0
4681,749950.0
4682,760000.0
4683,355000.0
4684,645000.0
4685,624000.0
4686,295000.0
4687,650000.0
4688,950000.0
4689,469000.0
4690,243500.0
4691,1700000.0
4692,235000.0
4693,315000.0
4694,442500.0
4695,525000.0
4696,256750.0
4697,2250000.0
4698,255000.0
4699,635000.0
4700,431000.0
4701,399500.0
4702,680000.0
4703,1080000.0
4704,467000.0
4705,355000.0
4706,315000.0
4707,735000.0
4708,2480000.0
4709,725000.0
4710,330000.0
4711,435000.0
4712,517534.0
4713,650000.0
4714,240000.0
4715,390000.0
4716,262000.0
4717,643000.0
4718,1340000.0
4719,253905.0
4720,685000.0
4721,2400000.0
4722,600600.0
4723,183000.0
4724,790000.0
4725,156000.0
4726,599900.0
4727,754950.0
4728,405000.0
4729,373000.0
4730,375000.0
4731,432000.0
4732,675000.0
4733,685000.0
4734,530000.0
4735,575000.0
4736,669000.0
4737,190000.0
4738,479950.0
4739,2150000.0
4740,195500.0
4741,999000.0
4742,1010000.0
4743,985000.0
4744,675000.0
4745,791500.0
4746,220000.0
4747,389000.0
4748,310000.0
4749,190848.0
4750,415000.0
4751,429000.0
4752,518000.0
4753,266490.0
4754,312500.0
4755,660000.0
4756,669888.0
4757,612500.0
4758,740000.0
4759,560000.0
4760,930800.0
4761,306000.0
4762,665000.0
4763,550000.0
4764,237000.0
4765,1290000.0
4766,850000.0
4767,380000.0
4768,1240000.0
4769,1600000.0
4770,555000.0
4771,583500.0
4772,640000.0
4773,650000.0
4774,387500.0
4775,762000.0
4776,737500.0
4777,200000.0
4778,350000.0
4779,430000.0
4780,1070000.0
4781,688000.0
4782,480000.0
4783,625000.0
4784,542525.0
4785,565000.0
4786,361000.0
4787,575000.0
4788,890000.0
4789,345000.0
4790,356000.0
4791,338000.0
4792,265000.0
4793,511555.0
4794,875000.0
4795,525000.0
4796,675000.0
4797,370000.0
4798,430000.0
4799,515000.0
4800,1630000.0
4801,249000.0
4802,585000.0
4803,432000.0
4804,320000.0
4805,720000.0
4806,659500.0
4807,157500.0
4808,345000.0
4809,1280000.0
4810,389500.0
4811,680000.0
4812,445000.0
4813,925000.0
4814,312500.0
4815,500000.0
4816,265000.0
4817,988000.0
4818,450000.0
4819,1780000.0
4820,300000.0
4821,465000.0
4822,489500.0
4823,1210000.0
4824,700000.0
4825,425000.0
4826,1580000.0
4827,279900.0
4828,472217.0
4829,338000.0
4830,229000.0
4831,1100000.0
4832,320000.0
4833,650000.0
4834,1020000.0
4835,396000.0
4836,336500.0
4837,759900.0
4838,905000.0
4839,370000.0
4840,375000.0
4841,199900.0
4842,234000.0
4843,590000.0
4844,940000.0
4845,313000.0
4846,230000.0
4847,730000.0
4848,326000.0
4849,469000.0
4850,463000.0
4851,1040000.0
4852,586500.0
4853,735000.0
4854,601000.0
4855,369000.0
4856,545000.0
4857,175000.0
4858,274000.0
4859,329900.0
4860,342000.0
4861,870000.0
4862,445000.0
4863,599950.0
4864,286000.0
4865,905000.0
4866,150000.0
4867,1330000.0
4868,323000.0
4869,397500.0
4870,299000.0
4871,624000.0
4872,459000.0
4873,1850000.0
4874,229500.0
4875,437000.0
4876,650000.0
4877,510000.0
4878,595000.0
4879,485000.0
4880,525000.0
4881,225000.0
4882,325000.0
4883,464000.0
4884,370000.0
4885,469950.0
4886,295000.0
4887,276693.0
4888,335000.0
4889,254000.0
4890,470000.0
4891,486700.0
4892,239000.0
4893,159000.0
4894,590000.0
4895,387500.0
4896,490000.0
4897,315000.0
4898,296475.0
4899,470000.0
4900,352000.0
4901,465000.0
4902,519950.0
4903,529900.0
4904,890000.0
4905,235000.0
4906,542500.0
4907,470000.0
4908,309000.0
4909,530000.0
4910,722500.0
4911,237000.0
4912,439000.0
4913,609000.0
4914,402000.0
4915,475000.0
4916,491234.0
4917,675000.0
4918,209950.0
4919,442500.0
4920,454000.0
4921,640000.0
4922,471000.0
4923,972000.0
4924,255000.0
4925,365000.0
4926,680000.0
4927,180000.0
4928,555000.0
4929,955000.0
4930,535000.0
4931,570000.0
4932,498688.0
4933,2530000.0
4934,200000.0
4935,265000.0
4936,204750.0
4937,325000.0
4938,496700.0
4939,374000.0
4940,443950.0
4941,212000.0
4942,198500.0
4943,450000.0
4944,333000.0
4945,240000.0
4946,459000.0
4947,250000.0
4948,280000.0
4949,1400000.0
4950,386000.0
4951,273000.0
4952,600000.0
4953,538250.0
4954,525000.0
4955,212644.0
4956,475000.0
4957,323000.0
4958,678000.0
4959,445950.0
4960,410000.0
4961,575000.0
4962,340000.0
4963,990000.0
4964,599995.0
4965,840000.0
4966,499000.0
4967,635000.0
4968,939000.0
4969,647000.0
4970,816000.0
4971,382000.0
4972,200000.0
4973,745000.0
4974,390000.0
4975,293000.0
4976,383900.0
4977,155000.0
4978,290000.0
4979,640000.0
4980,1400000.0
4981,687500.0
4982,345000.0
4983,492000.0
4984,370000.0
4985,800000.0
4986,409500.0
4987,180500.0
4988,399950.0
4989,318000.0
4990,455800.0
4991,298000.0
4992,610950.0
4993,150000.0
4994,597500.0
4995,604700.0
4996,330000.0
4997,615000.0
4998,430000.0
4999,535000.0
5000,790000.0
5001,220000.0
5002,284000.0
5003,505000.0
5004,182500.0
5005,825000.0
5006,680000.0
5007,156000.0
5008,349950.0
5009,465000.0
5010,737000.0
5011,306000.0
5012,415000.0
5013,804100.0
5014,315000.0
5015,230000.0
5016,805000.0
5017,438000.0
5018,980000.0
5019,235000.0
5020,179950.0
5021,880000.0
5022,490000.0
5023,380000.0
5024,400000.0
5025,565000.0
5026,210000.0
5027,494000.0
5028,209950.0
5029,435000.0
5030,323000.0
5031,339000.0
5032,119500.0
5033,436800.0
5034,525000.0
5035,835000.0
5036,343500.0
5037,339000.0
5038,690000.0
5039,559950.0
5040,644500.0
5041,555000.0
5042,480000.0
5043,705000.0
5044,659000.0
5045,908990.0
5046,825000.0
5047,379750.0
5048,650000.0
5049,872000.0
5050,239000.0
5051,272000.0
5052,408500.0
5053,567500.0
5054,252000.0
5055,349900.0
5056,340000.0
5057,862500.0
5058,294999.0
5059,365000.0
5060,330675.0
5061,540000.0
5062,242000.0
5063,564000.0
5064,450000.0
5065,455000.0
5066,382000.0
5067,397500.0
5068,499000.0
5069,585000.0
5070,1250000.0
5071,279200.0
5072,590000.0
5073,599999.0
5074,500000.0
5075,252000.0
5076,379950.0
5077,415000.0
5078,370000.0
5079,1700000.0
5080,727000.0
5081,639900.0
5082,440000.0
5083,645000.0
5084,580000.0
5085,278000.0
5086,1190000.0
5087,1220000.0
5088,599950.0
5089,170000.0
5090,588500.0
5091,245560.0
5092,635000.0
5093,178500.0
5094,538000.0
5095,254500.0
5096,300000.0
5097,348500.0
5098,230000.0
5099,247500.0
5100,445500.0
5101,762000.0
5102,890000.0
5103,330000.0
5104,430000.0
5105,375000.0
5106,897500.0
5107,595000.0
5108,385000.0
5109,665000.0
5110,960000.0
5111,380000.0
5112,1020000.0
5113,571000.0
5114,525000.0
5115,400000.0
5116,354000.0
5117,124000.0
5118,1810000.0
5119,720000.0
5120,280000.0
5121,266000.0
5122,311750.0
5123,554000.0
5124,315000.0
5125,472217.0
5126,420000.0
5127,305000.0
5128,286285.0
5129,279000.0
5130,560000.0
5131,325000.0
5132,137124.0
5133,339000.0
5134,412000.0
5135,376000.0
5136,450000.0
5137,243500.0
5138,685000.0
5139,835000.0
5140,495000.0
5141,772500.0
5142,170000.0
5143,358000.0
5144,250000.0
5145,810000.0
5146,325000.0
5147,575000.0
5148,600000.0
5149,465000.0
5150,337000.0
5151,219000.0
5152,3400000.0
5153,375000.0
5154,649950.0
5155,535950.0
5156,370000.0
5157,659000.0
5158,626000.0
5159,235000.0
5160,243000.0
5161,265000.0
5162,325000.0
5163,672500.0
5164,795000.0
5165,220000.0
5166,395000.0
5167,435000.0
5168,600000.0
5169,209977.0
5170,250000.0
5171,629950.0
5172,192500.0
5173,600000.0
5174,465000.0
5175,490000.0
5176,455000.0
5177,353500.0
5178,259000.0
5179,650000.0
5180,730000.0
5181,299990.0
5182,399900.0
5183,244000.0
5184,540000.0
5185,350000.0
5186,440000.0
5187,852000.0
5188,580000.0
5189,465000.0
5190,292000.0
5191,368000.0
5192,340000.0
5193,335000.0
5194,407450.0
5195,961500.0
5196,230000.0
5197,250000.0
5198,360000.0
5199,430000.0
5200,452500.0
5201,499900.0
5202,842500.0
5203,500000.0
5204,330000.0
5205,649950.0
5206,358803.0
5207,1040000.0
5208,541800.0
5209,615000.0
5210,512500.0
5211,282000.0
5212,331500.0
5213,666000.0
5214,661000.0
5215,437718.0
5216,335000.0
5217,347000.0
5218,1900000.0
5219,651000.0
5220,363750.0
5221,554600.0
5222,1570000.0
5223,625000.0
5224,963000.0
5225,775000.0
5226,645000.0
5227,1360000.0
5228,258900.0
5229,229000.0
5230,252000.0
5231,480000.0
5232,481500.0
5233,529100.0
5234,348000.0
5235,950000.0
5236,335000.0
5237,666000.0
5238,451000.0
5239,251000.0
5240,355000.0
5241,680000.0
5242,288790.0
5243,294900.0
5244,299000.0
5245,369950.0
5246,353000.0
5247,480000.0
5248,206000.0
5249,164000.0
5250,200000.0
5251,955000.0
5252,430000.0
5253,450000.0
5254,250000.0
5255,433190.0
5256,328000.0
5257,384000.0
5258,530000.0
5259,293000.0
5260,260000.0
5261,210000.0
5262,1980000.0
5263,330000.0
5264,599950.0
5265,3850000.0
5266,407000.0
5267,429000.0
5268,671500.0
5269,320000.0
5270,359999.0
5271,382500.0
5272,197500.0
5273,897000.0
5274,335000.0
5275,1400000.0
5276,417000.0
5277,2890000.0
5278,406000.0
5279,975000.0
5280,269950.0
5281,219000.0
5282,1210000.0
5283,998000.0
5284,522500.0
5285,352000.0
5286,590000.0
5287,531000.0
5288,501000.0
5289,564950.0
5290,239000.0
5291,307000.0
5292,541900.0
5293,507000.0
5294,1260000.0
5295,659950.0
5296,415000.0
5297,271000.0
5298,950000.0
5299,775000.0
5300,307450.0
5301,710000.0
5302,399000.0
5303,330000.0
5304,165000.0
5305,424000.0
5306,299800.0
5307,350000.0
5308,498688.0
5309,405000.0
5310,295000.0
5311,915000.0
5312,268500.0
5313,160000.0
5314,158800.0
5315,544500.0
5316,253000.0
5317,469950.0
5318,652500.0
5319,1090000.0
5320,756100.0
5321,380000.0
5322,823000.0
5323,631625.0
5324,630000.0
5325,659950.0
5326,260000.0
5327,342000.0
5328,485000.0
5329,465000.0
5330,721000.0
5331,1280000.0
5332,211000.0
5333,530000.0
5334,300499.0
5335,625000.0
5336,156000.0
5337,735000.0
5338,625000.0
5339,425000.0
5340,445000.0
5341,585000.0
5342,499160.0
5343,286308.0
5344,415885.0
5345,815000.0
5346,206000.0
5347,367000.0
5348,695000.0
5349,348500.0
5350,335000.0
5351,225000.0
5352,259000.0
5353,442500.0
5354,292000.0
5355,1520000.0
5356,462500.0
5357,276000.0
5358,382500.0
5359,1650000.0
5360,817250.0
5361,410000.0
5362,403000.0
5363,650000.0
5364,503000.0
5365,188000.0
5366,185000.0
5367,266000.0
5368,615000.0
5369,300523.0
5370,610000.0
5371,217000.0
5372,303000.0
5373,475000.0
5374,432900.0
5375,265000.0
5376,760000.0
5377,1110000.0
5378,350000.0
5379,330000.0
5380,225000.0
5381,935000.0
5382,400000.0
5383,330000.0
5384,576000.0
5385,1090000.0
5386,250000.0
5387,392000.0
5388,375000.0
5389,471750.0
5390,344900.0
5391,376000.0
5392,386100.0
5393,631500.0
5394,105000.0
5395,583800.0
5396,655000.0
5397,212500.0
5398,199000.0
5399,325000.0
5400,228950.0
5401,367899.0
5402,233000.0
5403,525000.0
5404,275000.0
5405,599950.0
5406,299000.0
5407,449950.0
5408,268000.0
5409,361000.0
5410,735000.0
5411,464000.0
5412,637000.0
5413,440000.0
5414,303000.0
5415,210000.0
5416,545000.0
5417,527000.0
5418,260000.0
5419,425000.0
5420,397950.0
5421,237950.0
5422,450000.0
5423,855000.0
5424,549010.0
5425,491000.0
5426,565000.0
5427,333000.0
5428,550000.0
5429,246000.0
5430,255000.0
5431,464950.0
5432,250000.0
5433,310000.0
5434,1000000.0
5435,570000.0
5436,495000.0
5437,1020000.0
5438,190500.0
5439,343000.0
5440,885000.0
5441,389000.0
5442,336000.0
5443,523000.0
5444,525000.0
5445,165000.0
5446,449000.0
5447,999950.0
5448,310000.0
5449,370000.0
5450,539000.0
5451,420000.0
5452,352000.0
5453,156000.0
5454,430760.0
5455,486940.0
5456,436472.0
5457,650000.0
5458,250750.0
5459,830000.0
5460,330000.0
5461,325000.0
5462,349950.0
5463,320000.0
5464,430000.0
5465,503000.0
5466,760000.0
5467,480000.0
5468,625000.0
5469,2700000.0
5470,533000.0
5471,338995.0
5472,590000.0
5473,390000.0
5474,1100000.0
5475,608000.0
5476,420000.0
5477,360000.0
5478,535000.0
5479,165000.0
5480,385000.0
5481,390000.0
5482,352450.0
5483,390000.0
5484,580000.0
5485,327000.0
5486,760000.0
5487,1470000.0
5488,315000.0
5489,500000.0
5490,417000.0
5491,835000.0
5492,504058.0
5493,949950.0
5494,380000.0
5495,429950.0
5496,370000.0
5497,665000.0
5498,950000.0
5499,1570000.0
5500,322500.0
5501,255000.0
5502,255000.0
5503,653000.0
5504,293000.0
5505,410000.0
5506,413800.0
5507,355000.0
5508,365000.0
5509,570000.0
5510,335000.0
5511,650000.0
5512,221000.0
5513,663000.0
5514,283000.0
5515,315000.0
5516,460000.0
5517,500000.0
5518,638150.0
5519,630000.0
5520,394000.0
5521,790000.0
5522,600000.0
5523,235000.0
5524,486700.0
5525,437000.0
5526,387500.0
5527,352500.0
5528,625000.0
5529,370000.0
5530,630000.0
5531,385000.0
5532,625000.0
5533,370000.0
5534,349000.0
5535,447500.0
5536,503000.0
5537,565000.0
5538,350000.0
5539,650000.0
5540,3170000.0
5541,927000.0
5542,690000.0
5543,231500.0
5544,435000.0
5545,527200.0
5546,460000.0
5547,217500.0
5548,519000.0
5549,490000.0
5550,781000.0
5551,380000.0
5552,258500.0
5553,1030000.0
5554,525000.0
5555,435000.0
5556,580000.0
5557,675000.0
5558,550000.0
5559,455000.0
5560,220000.0
5561,720000.0
5562,230000.0
5563,501000.0
5564,280000.0
5565,207000.0
5566,366000.0
5567,455000.0
5568,1050000.0
5569,465000.0
5570,284000.0
5571,670000.0
5572,499000.0
5573,375000.0
5574,382000.0
5575,543200.0
5576,901000.0
5577,1330000.0
5578,570000.0
5579,317000.0
5580,501000.0
5581,450000.0
5582,479950.0
5583,580000.0
5584,490000.0
5585,410000.0
5586,508000.0
5587,294000.0
5588,745000.0
5589,550000.0
5590,181000.0
5591,925000.0
5592,425000.0
5593,220000.0
5594,170000.0
5595,420000.0
5596,123300.0
5597,383962.0
5598,469000.0
5599,255000.0
5600,557500.0
5601,1300000.0
5602,385000.0
5603,1210000.0
5604,310597.0
5605,711600.0
5606,364000.0
5607,274950.0
5608,830000.0
5609,688500.0
5610,684680.0
5611,688000.0
5612,380000.0
5613,549900.0
5614,314950.0
5615,592500.0
5616,320000.0
5617,350000.0
5618,643500.0
5619,400000.0
5620,555000.0
5621,450000.0
5622,375000.0
5623,196700.0
5624,315000.0
5625,385000.0
5626,440000.0
5627,547500.0
5628,400000.0
5629,286285.0
5630,297500.0
5631,850000.0
5632,448000.0
5633,449000.0
5634,529000.0
5635,555000.0
5636,473000.0
5637,638000.0
5638,175000.0
5639,219200.0
5640,379000.0
5641,469950.0
5642,770000.0
5643,252500.0
5644,525000.0
5645,249900.0
5646,479950.0
5647,294500.0
5648,224500.0
5649,329000.0
5650,332000.0
5651,408000.0
5652,329000.0
5653,420000.0
5654,310000.0
5655,360000.0
5656,660000.0
5657,440000.0
5658,645000.0
5659,837700.0
5660,630000.0
5661,375000.0
5662,250000.0
5663,690000.0
5664,365000.0
5665,460000.0
5666,790000.0
5667,296000.0
5668,625000.0
5669,495000.0
5670,390000.0
5671,499000.0
5672,213500.0
5673,544950.0
5674,592500.0
5675,601500.0
5676,900000.0
5677,519900.0
5678,400000.0
5679,287500.0
5680,525000.0
5681,220000.0
5682,2400000.0
5683,460000.0
5684,540000.0
5685,1030000.0
5686,340000.0
5687,900000.0
5688,947500.0
5689,540400.0
5690,702000.0
5691,516000.0
5692,591000.0
5693,523000.0
5694,188200.0
5695,397000.0
5696,850000.0
5697,429950.0
5698,970000.0
5699,786000.0
5700,625000.0
5701,178500.0
5702,1080000.0
5703,1100000.0
5704,160000.0
5705,1070000.0
5706,360000.0
5707,300000.0
5708,685000.0
5709,372500.0
5710,618000.0
5711,281000.0
5712,716500.0
5713,470000.0
5714,700000.0
5715,510000.0
5716,425000.0
5717,340000.0
5718,719521.0
5719,395000.0
5720,260000.0
5721,250000.0
5722,511100.0
5723,385000.0
5724,415250.0
5725,242000.0
5726,1130000.0
5727,1080000.0
5728,1780000.0
5729,679950.0
5730,394000.0
5731,254000.0
5732,322000.0
5733,745000.0
5734,299950.0
5735,850000.0
5736,435000.0
5737,395000.0
5738,883000.0
5739,210000.0
5740,246000.0
5741,319000.0
5742,575000.0
5743,218250.0
5744,512500.0
5745,370000.0
5746,425000.0
